"TIME","GEO","INDIC_TO","UNIT","NACE_R2","Value"
"2011","Sweden","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,812,357"
"2011","Sweden","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","1,312,525"
"2011","Sweden","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","3,499,832"
"2011","Sweden","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","48,422,673"
"2011","Sweden","Nights spent, total","Number","Hotels and similar accommodation","27,990,060"
"2011","Sweden","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","20,432,613"
"2011","Sweden","Nights spent, total","Number","Holiday and other short-stay accommodation","5,983,973"
"2011","Sweden","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","14,448,640"
"2011","United Kingdom","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","142,596,636"
"2011","United Kingdom","Total nights spent by residents","Number","Hotels and similar accommodation","84,959,487"
"2011","United Kingdom","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","57,637,149"
"2011","United Kingdom","Total nights spent by residents","Number","Holiday and other short-stay accommodation","11,651,680"
"2011","United Kingdom","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","45,985,466"
"2011","United Kingdom","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","87,993,917"
"2011","United Kingdom","Total nights spent by non-residents","Number","Hotels and similar accommodation","65,905,718"
"2011","United Kingdom","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","22,088,199"
"2011","United Kingdom","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","18,962,819"
"2011","United Kingdom","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","3,125,381"
"2011","United Kingdom","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","230,590,553"
"2011","United Kingdom","Nights spent, total","Number","Hotels and similar accommodation","150,865,205"
"2011","United Kingdom","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","79,725,348"
"2011","United Kingdom","Nights spent, total","Number","Holiday and other short-stay accommodation","30,614,499"
"2011","United Kingdom","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","49,110,847"
"2011","Iceland","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","787,964"
"2011","Iceland","Total nights spent by residents","Number","Hotels and similar accommodation","413,892"
"2011","Iceland","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","374,072"
"2011","Iceland","Total nights spent by residents","Number","Holiday and other short-stay accommodation","325,632"
"2011","Iceland","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","48,440"
"2011","Iceland","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,384,477"
"2011","Iceland","Total nights spent by non-residents","Number","Hotels and similar accommodation","1,866,432"
"2011","Iceland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","518,045"
"2011","Iceland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","310,744"
"2011","Iceland","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","207,301"
"2011","Iceland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,172,441"
"2011","Iceland","Nights spent, total","Number","Hotels and similar accommodation","2,280,324"
"2011","Iceland","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","892,117"
"2011","Iceland","Nights spent, total","Number","Holiday and other short-stay accommodation","636,376"
"2011","Iceland","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","255,741"
"2011","Liechtenstein","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18,165"
"2011","Liechtenstein","Total nights spent by residents","Number","Hotels and similar accommodation","4,925"
"2011","Liechtenstein","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","13,240"
"2011","Liechtenstein","Total nights spent by residents","Number","Holiday and other short-stay accommodation","13,133"
"2011","Liechtenstein","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","107"
"2011","Liechtenstein","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","148,955"
"2011","Liechtenstein","Total nights spent by non-residents","Number","Hotels and similar accommodation","112,459"
"2011","Liechtenstein","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","36,496"
"2011","Liechtenstein","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","21,939"
"2011","Liechtenstein","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","14,557"
"2011","Liechtenstein","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","167,120"
"2011","Liechtenstein","Nights spent, total","Number","Hotels and similar accommodation","117,384"
"2011","Liechtenstein","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","49,736"
"2011","Liechtenstein","Nights spent, total","Number","Holiday and other short-stay accommodation","35,072"
"2011","Liechtenstein","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","14,664"
"2011","Norway","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","21,230,072"
"2011","Norway","Total nights spent by residents","Number","Hotels and similar accommodation","14,304,352"
"2011","Norway","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6,925,720"
"2011","Norway","Total nights spent by residents","Number","Holiday and other short-stay accommodation","932,272"
"2011","Norway","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","5,993,448"
"2011","Norway","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,844,241"
"2011","Norway","Total nights spent by non-residents","Number","Hotels and similar accommodation","4,898,885"
"2011","Norway","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,945,356"
"2011","Norway","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","858,947"
"2011","Norway","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","2,086,409"
"2011","Norway","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","29,074,313"
"2011","Norway","Nights spent, total","Number","Hotels and similar accommodation","19,203,237"
"2011","Norway","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","9,871,076"
"2011","Norway","Nights spent, total","Number","Holiday and other short-stay accommodation","1,791,219"
"2011","Norway","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","8,079,857"
"2011","Switzerland","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Switzerland","Total nights spent by residents","Number","Hotels and similar accommodation","15,778,653"
"2011","Switzerland","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Switzerland","Total nights spent by residents","Number","Holiday and other short-stay accommodation",":"
"2011","Switzerland","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","1,712,482"
"2011","Switzerland","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Switzerland","Total nights spent by non-residents","Number","Hotels and similar accommodation","19,707,603"
"2011","Switzerland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Switzerland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation",":"
"2011","Switzerland","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","1,344,103"
"2011","Switzerland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Switzerland","Nights spent, total","Number","Hotels and similar accommodation","35,486,256"
"2011","Switzerland","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Switzerland","Nights spent, total","Number","Holiday and other short-stay accommodation",":"
"2011","Switzerland","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","3,056,585"
"2011","Montenegro","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","427,105"
"2011","Montenegro","Total nights spent by residents","Number","Hotels and similar accommodation","321,127"
"2011","Montenegro","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","105,978"
"2011","Montenegro","Total nights spent by residents","Number","Holiday and other short-stay accommodation",":"
"2011","Montenegro","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Montenegro","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,743,414"
"2011","Montenegro","Total nights spent by non-residents","Number","Hotels and similar accommodation","2,647,592"
"2011","Montenegro","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","95,822"
"2011","Montenegro","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation",":"
"2011","Montenegro","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Montenegro","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,170,519"
"2011","Montenegro","Nights spent, total","Number","Hotels and similar accommodation","2,968,719"
"2011","Montenegro","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","201,800"
"2011","Montenegro","Nights spent, total","Number","Holiday and other short-stay accommodation",":"
"2011","Montenegro","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Former Yugoslav Republic of Macedonia, the","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","694,483"
"2011","Former Yugoslav Republic of Macedonia, the","Total nights spent by residents","Number","Hotels and similar accommodation","235,792"
"2011","Former Yugoslav Republic of Macedonia, the","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","458,691"
"2011","Former Yugoslav Republic of Macedonia, the","Total nights spent by residents","Number","Holiday and other short-stay accommodation","363,904"
"2011","Former Yugoslav Republic of Macedonia, the","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","94,787"
"2011","Former Yugoslav Republic of Macedonia, the","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","740,532"
"2011","Former Yugoslav Republic of Macedonia, the","Total nights spent by non-residents","Number","Hotels and similar accommodation","667,430"
"2011","Former Yugoslav Republic of Macedonia, the","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","73,102"
"2011","Former Yugoslav Republic of Macedonia, the","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","68,583"
"2011","Former Yugoslav Republic of Macedonia, the","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","4,519"
"2011","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,435,015"
"2011","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Hotels and similar accommodation","903,222"
"2011","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","531,793"
"2011","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Holiday and other short-stay accommodation","432,487"
"2011","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","99,306"
"2011","Serbia","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Serbia","Total nights spent by residents","Number","Hotels and similar accommodation",":"
"2011","Serbia","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Serbia","Total nights spent by residents","Number","Holiday and other short-stay accommodation",":"
"2011","Serbia","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Serbia","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Serbia","Total nights spent by non-residents","Number","Hotels and similar accommodation",":"
"2011","Serbia","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Serbia","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation",":"
"2011","Serbia","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Serbia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Serbia","Nights spent, total","Number","Hotels and similar accommodation",":"
"2011","Serbia","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Serbia","Nights spent, total","Number","Holiday and other short-stay accommodation",":"
"2011","Serbia","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Turkey","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Turkey","Total nights spent by residents","Number","Hotels and similar accommodation",":"
"2011","Turkey","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Turkey","Total nights spent by residents","Number","Holiday and other short-stay accommodation",":"
"2011","Turkey","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Turkey","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Turkey","Total nights spent by non-residents","Number","Hotels and similar accommodation",":"
"2011","Turkey","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Turkey","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation",":"
"2011","Turkey","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Turkey","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Turkey","Nights spent, total","Number","Hotels and similar accommodation",":"
"2011","Turkey","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2011","Turkey","Nights spent, total","Number","Holiday and other short-stay accommodation",":"
"2011","Turkey","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2012","Belgium","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","14,834,795"
"2012","Belgium","Total nights spent by residents","Number","Hotels and similar accommodation","6,328,384"
"2012","Belgium","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","8,506,411"
"2012","Belgium","Total nights spent by residents","Number","Holiday and other short-stay accommodation","7,171,667"
"2012","Belgium","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","1,334,744"
"2012","Belgium","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","16,432,646"
"2012","Belgium","Total nights spent by non-residents","Number","Hotels and similar accommodation","11,546,413"
"2012","Belgium","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,886,233"
"2012","Belgium","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","3,365,808"
"2012","Belgium","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","1,520,425"
"2012","Belgium","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","31,267,441"
"2012","Belgium","Nights spent, total","Number","Hotels and similar accommodation","17,874,797"
"2012","Belgium","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","13,392,644"
"2012","Belgium","Nights spent, total","Number","Holiday and other short-stay accommodation","10,537,475"
"2012","Belgium","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","2,855,169"
"2012","Bulgaria","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6,800,598"
"2012","Bulgaria","Total nights spent by residents","Number","Hotels and similar accommodation","5,530,525"
"2012","Bulgaria","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,270,073"
"2012","Bulgaria","Total nights spent by residents","Number","Holiday and other short-stay accommodation","1,247,562"
"2012","Bulgaria","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","22,511"
"2012","Bulgaria","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","13,451,440"
"2012","Bulgaria","Total nights spent by non-residents","Number","Hotels and similar accommodation","13,151,707"
"2012","Bulgaria","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","299,733"
"2012","Bulgaria","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","280,175"
"2012","Bulgaria","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","19,558"
"2012","Bulgaria","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","20,252,038"
"2012","Bulgaria","Nights spent, total","Number","Hotels and similar accommodation","18,682,232"
"2012","Bulgaria","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,569,806"
"2012","Bulgaria","Nights spent, total","Number","Holiday and other short-stay accommodation","1,527,737"
"2012","Bulgaria","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","42,069"
"2012","Czech Republic","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","21,484,472"
"2012","Czech Republic","Total nights spent by residents","Number","Hotels and similar accommodation","11,909,718"
"2012","Czech Republic","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","9,574,754"
"2012","Czech Republic","Total nights spent by residents","Number","Holiday and other short-stay accommodation","7,791,255"
"2012","Czech Republic","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","1,783,499"
"2012","Czech Republic","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","21,793,985"
"2012","Czech Republic","Total nights spent by non-residents","Number","Hotels and similar accommodation","19,936,405"
"2012","Czech Republic","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,857,580"
"2012","Czech Republic","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","1,568,197"
"2012","Czech Republic","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","289,383"
"2012","Czech Republic","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","43,278,457"
"2012","Czech Republic","Nights spent, total","Number","Hotels and similar accommodation","31,846,123"
"2012","Czech Republic","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","11,432,334"
"2012","Czech Republic","Nights spent, total","Number","Holiday and other short-stay accommodation","9,359,452"
"2012","Czech Republic","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","2,072,882"
"2012","Denmark","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18,432,111"
"2012","Denmark","Total nights spent by residents","Number","Hotels and similar accommodation","6,676,381"
"2012","Denmark","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","11,755,730"
"2012","Denmark","Total nights spent by residents","Number","Holiday and other short-stay accommodation","3,502,085"
"2012","Denmark","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","8,253,645"
"2012","Denmark","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","9,608,124"
"2012","Denmark","Total nights spent by non-residents","Number","Hotels and similar accommodation","5,723,802"
"2012","Denmark","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,884,322"
"2012","Denmark","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","1,460,442"
"2012","Denmark","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","2,423,880"
"2012","Denmark","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","28,040,235"
"2012","Denmark","Nights spent, total","Number","Hotels and similar accommodation","12,400,183"
"2012","Denmark","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","15,640,052"
"2012","Denmark","Nights spent, total","Number","Holiday and other short-stay accommodation","4,962,527"
"2012","Denmark","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","10,677,525"
"2012","Germany (until 1990 former territory of the FRG)","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","282,187,922"
"2012","Germany (until 1990 former territory of the FRG)","Total nights spent by residents","Number","Hotels and similar accommodation","194,561,575"
"2012","Germany (until 1990 former territory of the FRG)","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","87,626,347"
"2012","Germany (until 1990 former territory of the FRG)","Total nights spent by residents","Number","Holiday and other short-stay accommodation","65,716,888"
"2012","Germany (until 1990 former territory of the FRG)","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","21,909,459"
"2012","Germany (until 1990 former territory of the FRG)","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","68,161,503"
"2012","Germany (until 1990 former territory of the FRG)","Total nights spent by non-residents","Number","Hotels and similar accommodation","55,529,150"
"2012","Germany (until 1990 former territory of the FRG)","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","12,632,353"
"2012","Germany (until 1990 former territory of the FRG)","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","8,533,554"
"2012","Germany (until 1990 former territory of the FRG)","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","4,098,799"
"2012","Germany (until 1990 former territory of the FRG)","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","350,349,425"
"2012","Germany (until 1990 former territory of the FRG)","Nights spent, total","Number","Hotels and similar accommodation","250,090,725"
"2012","Germany (until 1990 former territory of the FRG)","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","100,258,700"
"2012","Germany (until 1990 former territory of the FRG)","Nights spent, total","Number","Holiday and other short-stay accommodation","74,250,442"
"2012","Germany (until 1990 former territory of the FRG)","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","26,008,258"
"2012","Estonia","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,721,498"
"2012","Estonia","Total nights spent by residents","Number","Hotels and similar accommodation","1,150,567"
"2012","Estonia","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","570,931"
"2012","Estonia","Total nights spent by residents","Number","Holiday and other short-stay accommodation","570,931"
"2012","Estonia","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","0"
"2012","Estonia","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,823,039"
"2012","Estonia","Total nights spent by non-residents","Number","Hotels and similar accommodation","3,498,683"
"2012","Estonia","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","324,356"
"2012","Estonia","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","324,356"
"2012","Estonia","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","0"
"2012","Estonia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5,544,537"
"2012","Estonia","Nights spent, total","Number","Hotels and similar accommodation","4,649,250"
"2012","Estonia","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","895,287"
"2012","Estonia","Nights spent, total","Number","Holiday and other short-stay accommodation","895,287"
"2012","Estonia","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","0"
"2012","Ireland","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","17,045,662"
"2012","Ireland","Total nights spent by residents","Number","Hotels and similar accommodation","14,429,831"
"2012","Ireland","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2012","Ireland","Total nights spent by residents","Number","Holiday and other short-stay accommodation","1,971,249"
"2012","Ireland","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2012","Ireland","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","11,839,245"
"2012","Ireland","Total nights spent by non-residents","Number","Hotels and similar accommodation","9,430,436"
"2012","Ireland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2012","Ireland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","1,885,244"
"2012","Ireland","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2012","Ireland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","28,884,907"
"2012","Ireland","Nights spent, total","Number","Hotels and similar accommodation","23,860,267"
"2012","Ireland","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2012","Ireland","Nights spent, total","Number","Holiday and other short-stay accommodation","3,856,494"
"2012","Ireland","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2012","Greece","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","19,512,289"
"2012","Greece","Total nights spent by residents","Number","Hotels and similar accommodation","12,515,232"
"2012","Greece","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6,997,057"
