"TIME","GEO","NACE_R2","AGE","WSTATUS","UNIT","Value"
"2012","Cyprus","Air transport","From 35 to 44 years","No response","Thousand",":"
"2012","Cyprus","Air transport","From 45 to 54 years","Employed persons","Thousand",":"
"2012","Cyprus","Air transport","From 45 to 54 years","Employees","Thousand",":"
"2012","Cyprus","Air transport","From 45 to 54 years","Self-employed persons","Thousand",":"
"2012","Cyprus","Air transport","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Air transport","From 45 to 54 years","No response","Thousand",":"
"2012","Cyprus","Accommodation and food service activities","From 15 to 24 years","Employed persons","Thousand","4.0"
"2012","Cyprus","Accommodation and food service activities","From 15 to 24 years","Employees","Thousand","3.8"
"2012","Cyprus","Accommodation and food service activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Cyprus","Accommodation and food service activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Accommodation and food service activities","From 15 to 24 years","No response","Thousand",":"
"2012","Cyprus","Accommodation and food service activities","From 25 to 34 years","Employed persons","Thousand","8.2"
"2012","Cyprus","Accommodation and food service activities","From 25 to 34 years","Employees","Thousand","7.6"
"2012","Cyprus","Accommodation and food service activities","From 25 to 34 years","Self-employed persons","Thousand","0.5"
"2012","Cyprus","Accommodation and food service activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Accommodation and food service activities","From 25 to 34 years","No response","Thousand",":"
"2012","Cyprus","Accommodation and food service activities","From 35 to 44 years","Employed persons","Thousand","6.2"
"2012","Cyprus","Accommodation and food service activities","From 35 to 44 years","Employees","Thousand","5.3"
"2012","Cyprus","Accommodation and food service activities","From 35 to 44 years","Self-employed persons","Thousand","0.9"
"2012","Cyprus","Accommodation and food service activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Accommodation and food service activities","From 35 to 44 years","No response","Thousand",":"
"2012","Cyprus","Accommodation and food service activities","From 45 to 54 years","Employed persons","Thousand","6.2"
"2012","Cyprus","Accommodation and food service activities","From 45 to 54 years","Employees","Thousand","5.0"
"2012","Cyprus","Accommodation and food service activities","From 45 to 54 years","Self-employed persons","Thousand","1.0"
"2012","Cyprus","Accommodation and food service activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Accommodation and food service activities","From 45 to 54 years","No response","Thousand",":"
"2012","Cyprus","Accommodation","From 15 to 24 years","Employed persons","Thousand","1.0"
"2012","Cyprus","Accommodation","From 15 to 24 years","Employees","Thousand","1.0"
"2012","Cyprus","Accommodation","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Cyprus","Accommodation","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Accommodation","From 15 to 24 years","No response","Thousand",":"
"2012","Cyprus","Accommodation","From 25 to 34 years","Employed persons","Thousand","2.9"
"2012","Cyprus","Accommodation","From 25 to 34 years","Employees","Thousand","2.9"
"2012","Cyprus","Accommodation","From 25 to 34 years","Self-employed persons","Thousand",":"
"2012","Cyprus","Accommodation","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Accommodation","From 25 to 34 years","No response","Thousand",":"
"2012","Cyprus","Accommodation","From 35 to 44 years","Employed persons","Thousand","2.1"
"2012","Cyprus","Accommodation","From 35 to 44 years","Employees","Thousand","2.1"
"2012","Cyprus","Accommodation","From 35 to 44 years","Self-employed persons","Thousand",":"
"2012","Cyprus","Accommodation","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Accommodation","From 35 to 44 years","No response","Thousand",":"
"2012","Cyprus","Accommodation","From 45 to 54 years","Employed persons","Thousand","3.2"
"2012","Cyprus","Accommodation","From 45 to 54 years","Employees","Thousand","3.1"
"2012","Cyprus","Accommodation","From 45 to 54 years","Self-employed persons","Thousand",":"
"2012","Cyprus","Accommodation","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Accommodation","From 45 to 54 years","No response","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employed persons","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employees","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","No response","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employed persons","Thousand","0.8"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employees","Thousand","0.7"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Self-employed persons","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","No response","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Employed persons","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Employees","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Self-employed persons","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","No response","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Employed persons","Thousand","0.7"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Employees","Thousand","0.7"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Self-employed persons","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Cyprus","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","No response","Thousand",":"
"2012","Latvia","Total - all NACE activities","From 15 to 24 years","Employed persons","Thousand","72.4"
"2012","Latvia","Total - all NACE activities","From 15 to 24 years","Employees","Thousand","69.7"
"2012","Latvia","Total - all NACE activities","From 15 to 24 years","Self-employed persons","Thousand","2.4"
"2012","Latvia","Total - all NACE activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Latvia","Total - all NACE activities","From 15 to 24 years","No response","Thousand",":"
"2012","Latvia","Total - all NACE activities","From 25 to 34 years","Employed persons","Thousand","208.4"
"2012","Latvia","Total - all NACE activities","From 25 to 34 years","Employees","Thousand","190.3"
"2012","Latvia","Total - all NACE activities","From 25 to 34 years","Self-employed persons","Thousand","17.3"
"2012","Latvia","Total - all NACE activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Latvia","Total - all NACE activities","From 25 to 34 years","No response","Thousand",":"
"2012","Latvia","Total - all NACE activities","From 35 to 44 years","Employed persons","Thousand","216.0"
"2012","Latvia","Total - all NACE activities","From 35 to 44 years","Employees","Thousand","189.7"
"2012","Latvia","Total - all NACE activities","From 35 to 44 years","Self-employed persons","Thousand","25.0"
"2012","Latvia","Total - all NACE activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Latvia","Total - all NACE activities","From 35 to 44 years","No response","Thousand",":"
"2012","Latvia","Total - all NACE activities","From 45 to 54 years","Employed persons","Thousand","221.2"
"2012","Latvia","Total - all NACE activities","From 45 to 54 years","Employees","Thousand","191.5"
"2012","Latvia","Total - all NACE activities","From 45 to 54 years","Self-employed persons","Thousand","27.6"
"2012","Latvia","Total - all NACE activities","From 45 to 54 years","Contributing family workers","Thousand","2.1"
"2012","Latvia","Total - all NACE activities","From 45 to 54 years","No response","Thousand",":"
"2012","Latvia","Air transport","From 15 to 24 years","Employed persons","Thousand",":"
"2012","Latvia","Air transport","From 15 to 24 years","Employees","Thousand",":"
"2012","Latvia","Air transport","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Latvia","Air transport","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Latvia","Air transport","From 15 to 24 years","No response","Thousand",":"
"2012","Latvia","Air transport","From 25 to 34 years","Employed persons","Thousand",":"
"2012","Latvia","Air transport","From 25 to 34 years","Employees","Thousand",":"
"2012","Latvia","Air transport","From 25 to 34 years","Self-employed persons","Thousand",":"
"2012","Latvia","Air transport","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Latvia","Air transport","From 25 to 34 years","No response","Thousand",":"
"2012","Latvia","Air transport","From 35 to 44 years","Employed persons","Thousand",":"
"2012","Latvia","Air transport","From 35 to 44 years","Employees","Thousand",":"
"2012","Latvia","Air transport","From 35 to 44 years","Self-employed persons","Thousand",":"
"2012","Latvia","Air transport","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Latvia","Air transport","From 35 to 44 years","No response","Thousand",":"
"2012","Latvia","Air transport","From 45 to 54 years","Employed persons","Thousand",":"
"2012","Latvia","Air transport","From 45 to 54 years","Employees","Thousand",":"
"2012","Latvia","Air transport","From 45 to 54 years","Self-employed persons","Thousand",":"
"2012","Latvia","Air transport","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Latvia","Air transport","From 45 to 54 years","No response","Thousand",":"
"2012","Latvia","Accommodation and food service activities","From 15 to 24 years","Employed persons","Thousand","5.6"
"2012","Latvia","Accommodation and food service activities","From 15 to 24 years","Employees","Thousand","5.6"
"2012","Latvia","Accommodation and food service activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Latvia","Accommodation and food service activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Latvia","Accommodation and food service activities","From 15 to 24 years","No response","Thousand",":"
"2012","Latvia","Accommodation and food service activities","From 25 to 34 years","Employed persons","Thousand","8.6"
"2012","Latvia","Accommodation and food service activities","From 25 to 34 years","Employees","Thousand","7.8"
"2012","Latvia","Accommodation and food service activities","From 25 to 34 years","Self-employed persons","Thousand",":"
"2012","Latvia","Accommodation and food service activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Latvia","Accommodation and food service activities","From 25 to 34 years","No response","Thousand",":"
"2012","Latvia","Accommodation and food service activities","From 35 to 44 years","Employed persons","Thousand","5.9"
"2012","Latvia","Accommodation and food service activities","From 35 to 44 years","Employees","Thousand","5.0"
"2012","Latvia","Accommodation and food service activities","From 35 to 44 years","Self-employed persons","Thousand",":"
"2012","Latvia","Accommodation and food service activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Latvia","Accommodation and food service activities","From 35 to 44 years","No response","Thousand",":"
"2012","Latvia","Accommodation and food service activities","From 45 to 54 years","Employed persons","Thousand","4.6"
"2012","Latvia","Accommodation and food service activities","From 45 to 54 years","Employees","Thousand","3.8"
"2012","Latvia","Accommodation and food service activities","From 45 to 54 years","Self-employed persons","Thousand",":"
"2012","Latvia","Accommodation and food service activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Latvia","Accommodation and food service activities","From 45 to 54 years","No response","Thousand",":"
"2012","Latvia","Accommodation","From 15 to 24 years","Employed persons","Thousand",":"
"2012","Latvia","Accommodation","From 15 to 24 years","Employees","Thousand",":"
"2012","Latvia","Accommodation","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Latvia","Accommodation","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Latvia","Accommodation","From 15 to 24 years","No response","Thousand",":"
"2012","Latvia","Accommodation","From 25 to 34 years","Employed persons","Thousand",":"
"2012","Latvia","Accommodation","From 25 to 34 years","Employees","Thousand",":"
"2012","Latvia","Accommodation","From 25 to 34 years","Self-employed persons","Thousand",":"
"2012","Latvia","Accommodation","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Latvia","Accommodation","From 25 to 34 years","No response","Thousand",":"
"2012","Latvia","Accommodation","From 35 to 44 years","Employed persons","Thousand",":"
"2012","Latvia","Accommodation","From 35 to 44 years","Employees","Thousand",":"
"2012","Latvia","Accommodation","From 35 to 44 years","Self-employed persons","Thousand",":"
"2012","Latvia","Accommodation","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Latvia","Accommodation","From 35 to 44 years","No response","Thousand",":"
"2012","Latvia","Accommodation","From 45 to 54 years","Employed persons","Thousand",":"
"2012","Latvia","Accommodation","From 45 to 54 years","Employees","Thousand",":"
"2012","Latvia","Accommodation","From 45 to 54 years","Self-employed persons","Thousand",":"
"2012","Latvia","Accommodation","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Latvia","Accommodation","From 45 to 54 years","No response","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employed persons","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employees","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","No response","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employed persons","Thousand","1.9"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employees","Thousand","1.6"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Self-employed persons","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","No response","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Employed persons","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Employees","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Self-employed persons","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","No response","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Employed persons","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Employees","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Self-employed persons","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Latvia","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","No response","Thousand",":"
"2012","Lithuania","Total - all NACE activities","From 15 to 24 years","Employed persons","Thousand","88.4"
"2012","Lithuania","Total - all NACE activities","From 15 to 24 years","Employees","Thousand","82.9"
"2012","Lithuania","Total - all NACE activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Total - all NACE activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Total - all NACE activities","From 15 to 24 years","No response","Thousand",":"
"2012","Lithuania","Total - all NACE activities","From 25 to 34 years","Employed persons","Thousand","288.3"
"2012","Lithuania","Total - all NACE activities","From 25 to 34 years","Employees","Thousand","268.1"
"2012","Lithuania","Total - all NACE activities","From 25 to 34 years","Self-employed persons","Thousand","17.4"
"2012","Lithuania","Total - all NACE activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Total - all NACE activities","From 25 to 34 years","No response","Thousand",":"
"2012","Lithuania","Total - all NACE activities","From 35 to 44 years","Employed persons","Thousand","329.7"
"2012","Lithuania","Total - all NACE activities","From 35 to 44 years","Employees","Thousand","290.0"
"2012","Lithuania","Total - all NACE activities","From 35 to 44 years","Self-employed persons","Thousand","36.3"
"2012","Lithuania","Total - all NACE activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Total - all NACE activities","From 35 to 44 years","No response","Thousand",":"
"2012","Lithuania","Total - all NACE activities","From 45 to 54 years","Employed persons","Thousand","353.7"
"2012","Lithuania","Total - all NACE activities","From 45 to 54 years","Employees","Thousand","309.1"
"2012","Lithuania","Total - all NACE activities","From 45 to 54 years","Self-employed persons","Thousand","39.0"
"2012","Lithuania","Total - all NACE activities","From 45 to 54 years","Contributing family workers","Thousand","5.5"
"2012","Lithuania","Total - all NACE activities","From 45 to 54 years","No response","Thousand",":"
"2012","Lithuania","Air transport","From 15 to 24 years","Employed persons","Thousand",":"
"2012","Lithuania","Air transport","From 15 to 24 years","Employees","Thousand",":"
"2012","Lithuania","Air transport","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Air transport","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Air transport","From 15 to 24 years","No response","Thousand",":"
"2012","Lithuania","Air transport","From 25 to 34 years","Employed persons","Thousand",":"
"2012","Lithuania","Air transport","From 25 to 34 years","Employees","Thousand",":"
"2012","Lithuania","Air transport","From 25 to 34 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Air transport","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Air transport","From 25 to 34 years","No response","Thousand",":"
"2012","Lithuania","Air transport","From 35 to 44 years","Employed persons","Thousand",":"
"2012","Lithuania","Air transport","From 35 to 44 years","Employees","Thousand",":"
"2012","Lithuania","Air transport","From 35 to 44 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Air transport","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Air transport","From 35 to 44 years","No response","Thousand",":"
"2012","Lithuania","Air transport","From 45 to 54 years","Employed persons","Thousand",":"
"2012","Lithuania","Air transport","From 45 to 54 years","Employees","Thousand",":"
"2012","Lithuania","Air transport","From 45 to 54 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Air transport","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Air transport","From 45 to 54 years","No response","Thousand",":"
"2012","Lithuania","Accommodation and food service activities","From 15 to 24 years","Employed persons","Thousand","6.9"
"2012","Lithuania","Accommodation and food service activities","From 15 to 24 years","Employees","Thousand","6.8"
"2012","Lithuania","Accommodation and food service activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Accommodation and food service activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Accommodation and food service activities","From 15 to 24 years","No response","Thousand",":"
"2012","Lithuania","Accommodation and food service activities","From 25 to 34 years","Employed persons","Thousand","8.6"
"2012","Lithuania","Accommodation and food service activities","From 25 to 34 years","Employees","Thousand","8.6"
"2012","Lithuania","Accommodation and food service activities","From 25 to 34 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Accommodation and food service activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Accommodation and food service activities","From 25 to 34 years","No response","Thousand",":"
"2012","Lithuania","Accommodation and food service activities","From 35 to 44 years","Employed persons","Thousand","6.5"
"2012","Lithuania","Accommodation and food service activities","From 35 to 44 years","Employees","Thousand","5.6"
"2012","Lithuania","Accommodation and food service activities","From 35 to 44 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Accommodation and food service activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Accommodation and food service activities","From 35 to 44 years","No response","Thousand",":"
"2012","Lithuania","Accommodation and food service activities","From 45 to 54 years","Employed persons","Thousand","7.3"
"2012","Lithuania","Accommodation and food service activities","From 45 to 54 years","Employees","Thousand","6.5"
"2012","Lithuania","Accommodation and food service activities","From 45 to 54 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Accommodation and food service activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Accommodation and food service activities","From 45 to 54 years","No response","Thousand",":"
"2012","Lithuania","Accommodation","From 15 to 24 years","Employed persons","Thousand",":"
"2012","Lithuania","Accommodation","From 15 to 24 years","Employees","Thousand",":"
"2012","Lithuania","Accommodation","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Accommodation","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Accommodation","From 15 to 24 years","No response","Thousand",":"
"2012","Lithuania","Accommodation","From 25 to 34 years","Employed persons","Thousand",":"
"2012","Lithuania","Accommodation","From 25 to 34 years","Employees","Thousand",":"
"2012","Lithuania","Accommodation","From 25 to 34 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Accommodation","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Accommodation","From 25 to 34 years","No response","Thousand",":"
"2012","Lithuania","Accommodation","From 35 to 44 years","Employed persons","Thousand",":"
"2012","Lithuania","Accommodation","From 35 to 44 years","Employees","Thousand",":"
"2012","Lithuania","Accommodation","From 35 to 44 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Accommodation","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Accommodation","From 35 to 44 years","No response","Thousand",":"
"2012","Lithuania","Accommodation","From 45 to 54 years","Employed persons","Thousand",":"
"2012","Lithuania","Accommodation","From 45 to 54 years","Employees","Thousand",":"
"2012","Lithuania","Accommodation","From 45 to 54 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Accommodation","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Accommodation","From 45 to 54 years","No response","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employed persons","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employees","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","No response","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employed persons","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employees","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","No response","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Employed persons","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Employees","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","No response","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Employed persons","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Employees","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Self-employed persons","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Lithuania","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","No response","Thousand",":"
"2012","Luxembourg","Total - all NACE activities","From 15 to 24 years","Employed persons","Thousand","13.2"
"2012","Luxembourg","Total - all NACE activities","From 15 to 24 years","Employees","Thousand","12.6"
"2012","Luxembourg","Total - all NACE activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Luxembourg","Total - all NACE activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Luxembourg","Total - all NACE activities","From 15 to 24 years","No response","Thousand",":"
"2012","Luxembourg","Total - all NACE activities","From 25 to 34 years","Employed persons","Thousand","62.2"
"2012","Luxembourg","Total - all NACE activities","From 25 to 34 years","Employees","Thousand","58.4"
"2012","Luxembourg","Total - all NACE activities","From 25 to 34 years","Self-employed persons","Thousand","3.6"
"2012","Luxembourg","Total - all NACE activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Luxembourg","Total - all NACE activities","From 25 to 34 years","No response","Thousand",":"
"2012","Luxembourg","Total - all NACE activities","From 35 to 44 years","Employed persons","Thousand","70.1"
"2012","Luxembourg","Total - all NACE activities","From 35 to 44 years","Employees","Thousand","64.6"
"2012","Luxembourg","Total - all NACE activities","From 35 to 44 years","Self-employed persons","Thousand","5.4"
"2012","Luxembourg","Total - all NACE activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Luxembourg","Total - all NACE activities","From 35 to 44 years","No response","Thousand",":"
"2012","Luxembourg","Total - all NACE activities","From 45 to 54 years","Employed persons","Thousand","64.7"
"2012","Luxembourg","Total - all NACE activities","From 45 to 54 years","Employees","Thousand","58.0"
"2012","Luxembourg","Total - all NACE activities","From 45 to 54 years","Self-employed persons","Thousand","6.4"
"2012","Luxembourg","Total - all NACE activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Luxembourg","Total - all NACE activities","From 45 to 54 years","No response","Thousand",":"
"2012","Luxembourg","Air transport","From 15 to 24 years","Employed persons","Thousand",":"
"2012","Luxembourg","Air transport","From 15 to 24 years","Employees","Thousand",":"
"2012","Luxembourg","Air transport","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Luxembourg","Air transport","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Luxembourg","Air transport","From 15 to 24 years","No response","Thousand",":"
"2012","Luxembourg","Air transport","From 25 to 34 years","Employed persons","Thousand","0.8"
"2012","Luxembourg","Air transport","From 25 to 34 years","Employees","Thousand","0.8"
"2012","Luxembourg","Air transport","From 25 to 34 years","Self-employed persons","Thousand",":"
"2012","Luxembourg","Air transport","From 25 to 34 years","Contributing family workers","Thousand",":"
"2012","Luxembourg","Air transport","From 25 to 34 years","No response","Thousand",":"
"2012","Luxembourg","Air transport","From 35 to 44 years","Employed persons","Thousand","0.7"
"2012","Luxembourg","Air transport","From 35 to 44 years","Employees","Thousand","0.7"
"2012","Luxembourg","Air transport","From 35 to 44 years","Self-employed persons","Thousand",":"
"2012","Luxembourg","Air transport","From 35 to 44 years","Contributing family workers","Thousand",":"
"2012","Luxembourg","Air transport","From 35 to 44 years","No response","Thousand",":"
"2012","Luxembourg","Air transport","From 45 to 54 years","Employed persons","Thousand",":"
"2012","Luxembourg","Air transport","From 45 to 54 years","Employees","Thousand",":"
"2012","Luxembourg","Air transport","From 45 to 54 years","Self-employed persons","Thousand",":"
"2012","Luxembourg","Air transport","From 45 to 54 years","Contributing family workers","Thousand",":"
"2012","Luxembourg","Air transport","From 45 to 54 years","No response","Thousand",":"
"2012","Luxembourg","Accommodation and food service activities","From 15 to 24 years","Employed persons","Thousand","1.2"
"2012","Luxembourg","Accommodation and food service activities","From 15 to 24 years","Employees","Thousand","1.2"
"2012","Luxembourg","Accommodation and food service activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2012","Luxembourg","Accommodation and food service activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2012","Luxembourg","Accommodation and food service activities","From 15 to 24 years","No response","Thousand",":"
"2012","Luxembourg","Accommodation and food service activities","From 25 to 34 years","Employed persons","Thousand","2.3"
"2012","Luxembourg","Accommodation and food service activities","From 25 to 34 years","Employees","Thousand","2.3"
"2012","Luxembourg","Accommodation and food service activities","From 25 to 34 years","Self-employed persons","Thousand",":"
"2012","Luxembourg","Accommodation and food service activities","From 25 to 34 years","Contributing family workers","Thousand",":"
